template	popularity	first_year
cC#N.cc(c)N>>N.cI.cc(c)C#N	1	2013
cC#N.cO>>N#C[Cu].O.cI.cI	1	2013
cC#Ccc(C)c>>C[Si]C#Cccc.cI	1	2013
cC#C[Si]C>>CC[Si]C.cI	1	2013
cC#C[Si]>>CC[Si].cI	1	2013
cC#CCO>>CNC=O.cI.ccc(P)cc	1	2013
cC#CCC(C)N[4C]>>C1CCOC1.CCN.[4C]N.cI	1	2013
cC#CC1=NOCC1>>C=C.C=C.C=C(C)C.cI.cc(c)[N+](=O)[O-]	1	2013
cC#C.n>>C#C.cI.n[SH](=O)=O	1	2013
cC#C.ccc(c)-c(c)c>>C#C[Sn].cI.ccc(c)-c(c)c	1	2013
cB1OCC(C)CO1>>CC(C)OB(O)OC.CC=O.cI	1	2013
cB(O)O.n>>OB(O)O.cI.n[Si]	1	2013
cB(O)O.ccccc(c)-c(c)c>>COB(O)OC.cI.ccccc(c)-c(c)c	1	2013
cB(O)O.cCO>>C=O.OB(O)O.cI.cI	1	2013
c=NO[2C]>>[2C]I.c=NO	1	2013
c1nnnn1>>c1nnn[nH]1.nnnn	1	2013
c1nnnn1>>NCn.[N-]=[N+]=[N-]	1	2013
c1nnnn1>>C=O.N.O=[N+]([O-])[O-].cc(c)[N+]#N	1	2013
c1nncs1>>O=CO.S=[PH](S)S.ccc1nnnc1c	1	2013
c1nnco1>>O=CI.c1nnnn1	1	2013
c1nnco1>>NC=O.NNC=O	1	2013
c1nnco1>>CC(C)C(O)(O)O.NNC=O	1	2013
c1ncsn1>>NC=S.NC=S	1	2013
c1ncon1>>OC(O)O.[H]N=CNO	1	2013
c1ncon1>>NC=NO.cocn	1	2013
c1ncon1>>NC=NC=O.NO	1	2013
c1ncon1>>N=CO.ON=CI	1	2013
c1ncon1>>N=CNCO.O=CO	1	2013
c1ncon1>>C#N.OC=O.nnn	1	2013
c1ncnn1>>N=CNN.NC=O	1	2013
c1ncnn1>>CN(C)C=O.NC=O.NN	1	2013
c1ncnn1>>CN(C)C(O)O.NN.O=CO	1	2013
c1ncnn1>>CN(C)C(O)O.NC=O.NN	1	2013
c1ncc(C2[2C]O2)s1>>O=C[2C]I.[Si]c1nccs1	1	2013
c1cscn1>>NCC=O.O=CI.S=[PH](S)S	1	2013
c1cocn1>>NC=O.O=CC=O	1	2013
c1cocn1>>COC(O)CNC=O	1	2013
c1cocn1>>CNC=O.O=COC=O	1	2013
c1cocn1>>C=O.NCC(O)O	1	2013
c1cnon1>>ON=CC=NO	1	2013
c1cnoc1>>NN=CCC=O	1	2013
c1cnoc1>>CN(C)C=CC=O.NO	1	2013
c1cnoc1>>C=COC=O.ON=CI	1	2013
c1cnnn1>>N.[N-]=[N+]=C(C=O)C=O	1	2013
c1cnnn1.cc(c)O>>C#CO.N=[N+]=[N-].ccc	1	2013
c1cnnc1>>CCC=O.NN	1	2013
c1cnnc1>>CC=O.CO.NN	1	2013
c1cnnc1>>CC=NN.NC=O	1	2013
c1cnnc1>>C=Cn.C=O.NN[SH](=O)=O	1	2013
c1cnnc1>>C#C.C=O.NN[SH](=O)=O	1	2013
c1cncnc1>>C=CC(N)=O.NC=N	1	2013
c1cncnc1>>C=CC(C)=O.CC=O.NC=N	1	2013
c1cncnc1>>C#C.NC=N.O=CI	1	2013
c1cncn1>>N.OC(O)CncI	1	2013
c1cncn1>>Cn1ccnc1	1	2013
c1cncn1>>CN.c1c[nH]cn1	1	2013
c1cncn1>>C=O.N.O=CNCC=O	1	2013
c1cnc:[2C]:1>>C=CN(C)C.O=C[2C]I	1	2013
c1cnc2ncnc2c1>>CCN.Nc1ncnc(I)c1C#N	1	2013
c1cnc2cccn2c1>>cc(-c1cc(C(=O)O)nc1[N+](=O)[O-])c1ccccc1	1	2013
c1ccsc1>>Ic1ccc(I)s1.c1ccccc1	1	2013
c1ccncc1>>Ic1cccnc1.c1cnccc1	1	2013
c1ccncc1>>Cc1cc(C)n(C)n1	1	2013
c1ccnc1>>c1cc[nH]c1.ncnn	1	2013
c1ccnc1>>O=CCCC=NO	1	2013
c1ccnc1>>N.O=C(O)CCC(=O)O	1	2013
c1ccn2ccnc2c1>>Nc1cccc(N)n1.nc1ccccc1	1	2013
c1ccn2ccnc2c1>>CC(C)N.Nc1cccc(C(=O)O)n1	1	2013
c1ccn2:[2C]:cnc2c1>>CC1(N)C=CC=CN1.O=C[2C]I	1	2013
c1ccccc1>>O[CH]c1ccc(O)cc1	1	2013
c1ccccc1>>O=C(O)c1ccccc1.c1ccccc1	1	2013
c1ccc2ocnc2c1>>cc(c)C(=O)Nc1cc(C(F)(F)F)c(I)cc1O	1	2013
c1ccc2occc2c1>>C=Cc1cc(O)c2c(c1)C(C(=O)O)C(c(c)c)O2	1	2013
c1ccc2occc2c1>>C.Oc1cc(O)cc(O)c1.csc1cc(=[N+])ccc-1n	1	2013
c1ccc2ncnc2c1>>Nc1ccccc1NC=O	1	2013
c1ccc2ncnc2c1>>Nc1ccc(N)nc1N.OC(O)O.ccc(C)cc	1	2013
c1ccc2ncnc2c1>>CN=C=NC1CCCCC1	1	2013
c1ccc2ncnc2c1>>CC(C)N.Nc1ncnc(I)c1C#N	1	2013
c1ccc2nccnc2c1.cc(c)O>>Nc1ccc(O)cc1N.O=CC=O.ccc	1	2013
c1ccc2nccc2c1>>CC(=O)C#N.CC(C)[N-]C(C)C	1	2013
c1ccc2cnccc2c1>>O=[SH](=O)N(CC(O)O)Cc1ccccc1	1	2013
c1ccc2ccccc2c1>>CCC.CCO.CC[SiH].O=C1OCC(O)C(O)C1O	1	2013
c1ccc(-c2ccnn2)cc1>>NC=C1C=CC(=O)C(O)=C1.NCc1ccccn1.cc(c)-n(n)c(c)N	1	2013
c1cc[s+]cc1>>O=CCCCC=O.S=P(S)(S)SP(=S)(S)S	1	2013
c1cc(-c2ncon2)c2ccnc2n1>>CCN=C=NC.OC=O.On1nnc2ccccc21	1	2013
c1:[2C]:scn1>>NC=S.OC(O)(O)[2C]I	1	2013
c1:[2C]:[se]cn1>>NC=[Se].O=C[2C]I	1	2013
c.c-c(c)c>>cI.cI.cc(c)-c(c)n	1	2013
c-ncnn>>cI.ncnn	1	2013
c-nc1cnccc1c>>cI.cc1ncccc1n	1	2013
c-n1ccoc1=O>>O=C1NCCO1.cI	1	2013
c-n1ccnc1>>c1cnnc1.cI	1	2013
c-n1ccc(-c2ccc(I)cn2)cc1=O>>Cn1ccc2ccc(I)cc21.I.O=c1ccccn1OCc1ccccc1.cI	1	2013
c-n1cc([1C])cn1>>[1C]C(C=O)=CO.cI.cc(n)NN	1	2013
c-n.cc(c)=N>>cI.cc(c)N.n	1	2013
c-n.c-n1cnc2ccccc21>>c1ccc2ccc3cccnc3c2n1.cI.cI.n	1	2013
c-n(c)c(=O)nCC(O)=O>>CNC.COCCO.OC(=O)O.cI.nc(I)scI	1	2013
c-cnc1c(C(N)=O)cnc1n>>CCNC(=O)C(C)N.CCn(n)ccB(O)O.N.cB(O)O	1	2013
c-cnc1c(C(N)=O)cnc1n.n>>CC(N)C(=O)N1CCCC1.Cn.N.cB(O)O.nn(ccB(O)O)C(=O)O	1	2013
c-cnc(n)cc>>cB(O)O.ccnc(n)cI	1	2013
c-ccs>>Cc(s)cB(O)O.cI	1	2013
c-ccnC>>Cc(n)cB(O)O.cI	1	2013
c-cccc>>cI.cc(ccB(O)O)C(N)=O	1	2013
c-cccc>>cI.cc(O)ccB(O)O	1	2013
c-cccc>>cI.cc(F)ccB(O)O	1	2013
c-cccc(c)cc>>cB(O)O.cccc(cI)cc	1	2013
c-ccc>>cB(O)O.cc(O)cI	1	2013
c-ccc>>cB(O)O.cc(N)cI	1	2013
c-ccc1ncnc1c>>O=CO.cB(O)O.cc(N)c(N)ccI	1	2013
c-ccc1ccccc1c>>cB(O)O.ccc1ccccc1cI	1	2013
c-ccc1ccc(c)n1>>OB(O)ccccB(O)O.cI.cc(cI)[N+](=O)[O-]	1	2013
c-ccc1cOCCO1>>CC(N)=O.COccccB(O)O.cI	1	2013
c-ccc(c)OC>>CCOC.cI.ccc(F)cI	1	2013
c-ccc(c)NC>>cB(O)O.cc(CN)ccI	1	2013
c-ccc(c)I>>ICI.cB(O)O.ccccI	1	2013
c-ccc(c)F>>cI.cc(c)F.ccccB(O)O	1	2013
c-ccc(c)CN>>cI.cc(ccB(O)O)CCN	1	2013
c-cc1nCN(c(c)c)C=C1>>cB(O)O.cc(c)-c1cnc(cI)nc1	1	2013
c-cc(n)-c(c)ccc>>c[Sn].cccc(c)-c(n)cI	1	2013
c-cc(cc(c)OC)-c(c)c>>OC(=O)O.cB(O)O.cc(c)P.cccc(I)cI	1	2013
c-cc(c)S(N)(=O)=O>>NS(=O)=O.cI.cccB(O)O	1	2013
c-cc(c)OCCO>>OC(=O)O.cI.cc(c)CO.cc(cB(O)O)C=O	1	2013
c-cc(c)-c(n)n>>cB(O)O.cc(cI)c(n)n	1	2013
c-cc(N)n>>Icc1nnnn1.cB(O)O	1	2013
c-c1ncno1>>CCN.NC=NO.cI	1	2013
c-c1nccs1>>CS1(C)(C)C=CN=C1.cI	1	2013
c-c1nccc(c)n1>>cB(O)O.cc1nccc(I)n1	1	2013
c-c1ncc(-c(c)n)cn1>>cB(O)O.cc(c)-c1nccn1C.ccc(C#N)cn.ccnC	1	2013
c-c1cnnc1>>C1C=CN=N1.cI	1	2013
c-c1cncc(c)c1c>>cI.cc1c(c)C=CN(B(O)O)C1	1	2013
c-c1cnc(n)c(cC(N)=O)n1>>CCnnccB(O)O.N.N[CH]C(N)=O.O=C(O)C(F)(F)F.cB(O)O	1	2013
c-c1cnc(n)c(cC(N)=O)n1>>CC(C)(C)C(N)C(N)=O.CCnnccB(O)O.N.cB(O)O	1	2013
c-c1cnc(-c(c)c)n1>>cI.cc(c)-c1cncn1.cc(c)C#N	1	2013
c-c1cccnc1>>cB(O)O.cc(c)-c1ccccn1	1	2013
c-c1ccccn1>>CN(C)C=O.Pc1ccccc1.cI	1	2013
c-c1ccccc1N>>Nc1ccccc1I.cB(O)O	1	2013
c-c1ccccc1>>cI.cc(O)c1ccccc1cNS(=O)(=O)c1cccs1	1	2013
c-c1ccccc1>>Ic1ccccn1.O=C(O)O.cB(O)O	1	2013
c-c1cccc2nccc12.n>>CC[N+](C)(C)CC.cI.nS(=O)(=O)c1ccccc1	1	2013
c-c1cccc(O)c1>>cB1OC(C)(C)C(C)(C)O1	1	2013
c-c1cccc(-c(c)cc)c1.ccc(c)-c1cccc(-c(c)cc)c1>>Ic1cccc(I)c1.Ic1cccc(I)c1.cB(O)O.cc(C)c(c)P(c(c)c(c)C)c(c)c(c)C	1	2013
c-c1ccc(o)c(c)c1>>cI.cc1cccc(-c(c)ccc)c1o	1	2013
c-c1ccc(O)nc1>>Nc1ccc(N)c(O)c1.cI.cc1ccc(I)n1n	1	2013
c-c1ccc(O)cc1>>COc1cccc(CN)c1.cI	1	2013
c-c1ccc(F)cc1>>OB(O)c1ccccc1F.cI	1	2013
c-c1ccc(C2(N)CCC2)cc1.n>>CN(C)S(n)(=O)=O.[1C]C#Cc1ccccc1.cI.cc(=O)c1cc(F)ccc1o	1	2013
c-c1ccc(C(O)=O)c:[2C]:1>>CCO.OB(O)[2C]1C=CC(O)=CC1=C=O.cI	1	2013
c-c1ccc(=O)nc1>>IC1=CNCC=C1.O=C(O)O.cB(O)O	1	2013
c-c1ccc(-c2nccn2)cc1>>Cc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(C)(=O)=O.cI	1	2013
c-c1cc(ccc)cs1>>CCC.cI.ccnc1ccsc1	1	2013
c-c.nCc1ccccc1>>O=C(O)O.cB1OC(C)(C)C(C)(C)O1.cI.n	1	2013
c-c.n>>[n+][O-].cB(O)O.cI	1	2013
c-c.cc(c)S(=O)=O>>cB(O)O.cI.cc(c)O.cc(c)S(=O)=O	1	2013
c-c.cc(c)OCC1CCCc2ccccc21>>C1COCCO1.cB(O)O.cI.cc(c)SCc1ccccc1	1	2013
c-c.cN>>N.cI.cI.cI	1	2013
c-c.c-c1ccc(O)cc1>>Pc1ccccc1.cB(O)OC.cI.cI	1	2013
c-c(n)ccc>>cB(O)O.nccccI	1	2013
c-c(n)ccC#N>>CCN(C)C.cB(O)O.nc(I)ccI	1	2013
c-c(c)ocC=O>>cI.cc(C=O)ocB(O)O	1	2013
c-c(c)o>>cB(O)O.cco	1	2013
c-c(c)n>>cI.cc(n)-c(c)n	1	2013
c-c(c)n.cN>>cB(O)O.cI.cc(N)n	1	2013
c-c(c)cn>>cI.cc(cnCO)-c(c)n	1	2013
c-c(c)cc[2C]O>>I[2C]I.cI.cc(O)ccB(O)O	1	2013
c-c(c)cc>>cI.cc1ncsc1c	1	2013
c-c(c)cNC(O)=O>>Ncc(cB(O)O)C(O)=O.cI	1	2013
c-c(c)c.ccc>>cB(O)O.cc(c)C.ccc	1	2013
c-c(c)c.c-c1cscn1>>cB(O)O.cI.cc(c)C1NC=CS1	1	2013
[n-]>>nC(n)=O	1	2013
[n+]c1n:[2C]:cnc1=O>>NC(=O)c(n)n.O=C[2C]I	1	2013
[n+][O-]>>[4C]N1CO1.n	1	2013
[n+][O-]>>OF.n	1	2013
[n+][O-].cc(c)I>>I.cc(c)[N+](=O)[O-].n	1	2013
[n+][O-].cN>>CO.N.cI.n	1	2013
[n+].nc(s)I>>II.n.nc(N)s	1	2013
[n+].c-n>>cI.n.n	1	2013
[Si]c1ccno1>>C#C[Si].C=O.NO	1	2013
[N-]=[N+]=NCC1CCC(CO)CC1>>CCCO.Pc1ccccc1.[N-]=[N+]=NP(=O)(O)O	1	2013
[N-]=[N+]=CC=O>>CC#N.CN(C)C.O=CO	1	2013
[N+][O-]>>N.[O-][I+3]([O-])([O-])[O-]	1	2013
[N+][O-]>>N.O=[SH](=O)O[O-]	1	2013
[Li]N[4C]>>[4C]N.[Li]C	1	2013
[Li]C(N)c(c)ccc>>[Li]CCCC.ccc(N)c(c)C	1	2013
[5C]NC(N)=O>>N.O=C(O)I.[5C]N	1	2013
[5C]N=CN>>NC=O.[5C]N	1	2013
[5C]N(N)C=O>>O=CO.[5C]NN	1	2013
[4C]Nc1nccn1>>NC(=O)NCC(O)O.[4C]N	1	2013
[4C]Nc1ccncc1>>CC(C)N(C)[4C].CCNC(C)C	1	2013
[4C]Nc1ccc(NC=O)nc1>>Cc1cc(N[4C])ncc1N.O=CO	1	2013
[4C]Nc(n)n>>[4C]NI.ncn	1	2013
[4C]Nc(n)n>>[1C]CN[4C].nc(n)N	1	2013
[4C]N[2C]c(n)n>>[2C]I.[4C]Nc(n)n	1	2013
[4C]N[2C]CN>>N.OC(O)[2C]I.[4C]N	1	2013
[4C]NN>>[4C]N(N)C=O	1	2013
[4C]NN>>NOC=O.[4C]N	1	2013
[4C]NN>>NO.[4C]N	1	2013
[4C]NN.cC=O>>[4C]N(N)C=O.[Li]c	1	2013
[4C]NCc1ccccn1>>CC([1C])[1C].CCN(C)[4C].CN(C)C=O	1	2013
[4C]NCOC=O>>C=O.O=CI.[4C]N	1	2013
[4C]NCNC(N)=O>>C=O.N.NC(=O)O.[4C]N	1	2013
[4C]NCCOC=O>>CCO.OC=O.[4C]N	1	2013
[4C]NCCO>>CNC=O.[4C]N	1	2013
[4C]NCCNC(O)=O>>OC(=O)OC=O.[4C]NCCN	1	2013
[4C]NCCCc1cccc(C=O)c1>>CC(C)=O.Cc1ccc(S(O)(=O)=O)cc1.[4C]N	1	2013
[4C]NCCCNC(O)=O>>C=CC=O.N.OC(=O)I.[4C]N	1	2013
[4C]NCCC1CC1>>CC(C)OC(=O)N=N.[4C]N.cccc(c)P	1	2013
[4C]NC=O>>C.OS(=O)(=O)O.[4C]N	1	2013
[4C]NC1CCC(N)CC1>>N.O=Cc1ccccc1.[4C]N1CCNCC1	1	2013
[4C]NC(O)CCN>>N.[4C]NCC(O)C=O	1	2013
[4C]NC(F)F>>O=C(O)C(F)(F)I.[4C]N	1	2013
[4C]NC(Cc1ccc(I)cc1)C(N)=O>>CC(CC(=O)O)N(C)[4C].I.N.nc1ccccc1n	1	2013
[4C]NC(CN)CI>>[4C]NCC(I)C(N)=O	1	2013
[4C]NC#N>>N#C[SH](=O)=O.[4C]N	1	2013
[4C]N>>[4C]NOC=S	1	2013
[4C]N=c(s)nCOP=O>>CC(C)(C)O.OP=O.[4C]Nc(n)s	1	2013
[4C]N=C(S)NO>>NO.[4C]NC(S)S	1	2013
[4C]N(N)c1ccccn1>>CCN.OB(O)c1cncnc1.[4C]N(N)I	1	2013
[4C]N(CCO)c1ccccc1>>C1CO1.[4C]Nc1ccccc1	1	2013
[3C]P(O)(O)=O>>COP(O)O.[3C]I	1	2013
[3C]O>>O.O[3C]I	1	2013
[3C]N>>[3C]I.[N-]=[N+]=[N-]	1	2013
[3C]N=CN>>C#N.N.[3C]I	1	2013
[3C]CO>>NC=O.O.[3C]I	1	2013
[3C]CN>>C=N.[Li][3C]	1	2013
[3C]=O>>N#C[3C]I.O	1	2013
[2C]nc=O>>O=[SH](=O)I.[2C]I.ncI	1	2013
[2C]n1nccn1>>CN(C)C=O.Ic1nccn1.[2C]I	1	2013
[2C]n1cnc(N)n1>>NC(=N)S.NN.O=CO.[2C]I	1	2013
[2C]c1ccon1>>C#C.ON=C[2C]I	1	2013
[2C]c1ccccc1O>>Oc1ccccc1.[2C]I	1	2013
[2C]c1ccc(I)nn1>>CC(=O)O.CNO.I.O=CC(=O)O.[Li][2C].nnn	1	2013
[2C]c1ccc(I)c(S)c1>>Sc1ccc(I)cc1.[2C]I	1	2013
[2C][2C]1C=CC=C1>>C1CCOC1.I[2C]I.[2C]I	1	2013
[2C]Sc1nc(=O)c(s)c(n)n1>>NC(=O)c(s)c(N)n.[2C]I.nC(n)=S	1	2013
[2C]Sc1ccnc(N)n1>>CC=O.NC(N)=N.S=C=S.[2C]I	1	2013
[2C]SCCn>>CCO.NC(N)=S.[2C]I.n	1	2013
[2C]SC=O>>O=CO.OC=S.[2C]I	1	2013
[2C]SC(=N)N=CN>>NC(N)=S.NC(O)O.[2C]I	1	2013
[2C]S(=O)=O>>C=O.S.[2C]I.[O-]	1	2013
[2C]S(=O)=O.n>>[2C]I.nS(=O)=O	1	2013
[2C]P=O>>CO.PI.[2C]I	1	2013
[2C]Oc1ccnn1>>OC1=NNCC1.[2C]I	1	2013
[2C]Oc1ccncc1>>N.O=c1ccocc1.[2C]I	1	2013
[2C]Oc1ccc([N+])cc1>>[2C]I.[N+]c1ccccc1O	1	2013
[2C]Oc1ccc([N+])cc1>>[2C]I.[N+]c1ccc(O)cc1	1	2013
[2C]Oc1ccc(I)cc1>>Oc1ccc(I)cc1.[2C]I	1	2013
[2C]Oc1cc[o+]cc1>>O=c1ccocc1.[2C]I	1	2013
[2C]Oc(n)s>>[2C]I.nc(=O)s	1	2013
[2C]OS(=O)=O>>O=CO.O=S(=O)I.[2C]I	1	2013
[2C]OO>>O.O=C(O)O.[2C]I	1	2013
[2C]ON=[N+]>>[2C]I.[N+]=N[O-]	1	2013
[2C]ON.ccn>>N.[2C]I.cc(n)O	1	2013
[2C]OCC1(I)CC=CC=C1>>OCc1ccccc1I.[2C]I	1	2013
[2C]OC=O>>CO.O=C(O)O.[2C]I	1	2013
[2C]OC(=O)CCN>>CC(N)C(O)=O.[2C]I	1	2013
[2C]Nc(n)c(s)C(N)=O>>[2C]I.nc1ncnc(=O)c1s	1	2013
[2C]N[4C]>>[2C]I.[Li]N[4C]	1	2013
[2C]N[2C]>>N=[N+]=[N-].[2C]I.[2C]I	1	2013
[2C]NS>>NS.[2C]I	1	2013
[2C]NS(=O)=O>>NC=O.O=S(=O)I.[2C]I	1	2013
[2C]NCCC(O)=O>>CNC=O.OC(=O)O.[2C]I	1	2013
[2C]NC=O>>N=CO.[2C]I	1	2013
[2C]N>>NC(N)=O.[2C]I	1	2013
[2C]N>>C[2C]I.[N+]	1	2013
[2C]N1CCCC(CC(O)=O)C1>>C1COCCO1.CCCC[N+](C)(CC)CC.[2C]I.[O-]	1	2013
[2C]N1CCC=C(O)C1>>Oc1cccnc1.[2C]I	1	2013
[2C]N1CCC(O)C1>>CCN(CC)CC.O.[2C]I	1	2013
[2C]N1C=CC=C(O)C1=NS(=O)=O>>Nc1ncccc1O.O=S(=O)I.[2C]I	1	2013
[2C]N1C=CC=C(I)C1=NS(=O)=O>>Nc1ncccc1I.O=S(=O)I.[2C]I	1	2013
[2C]N1C=CC(O)=CC1=NS(=O)=O>>Nc1cc(O)ccn1.O=S(=O)I.[2C]I	1	2013
[2C]N1C=CC(I)=CC1=NS(=O)=O>>Nc1cc(I)ccn1.O=S(=O)I.[2C]I	1	2013
[2C]N.cc(nC=O)C(N)=O>>NC=O.[2C]I.cc(nC(=O)OC)ON	1	2013
[2C]N([4C])S(N)(=O)=O>>[2C]I.[4C]NS(=O)(=O)I.cc(c)n1ccnc1c	1	2013
[2C]N([4C])S(N)(=O)=O>>N.[2C]I.[4C]NS(=O)(=O)I	1	2013
[2C]N(N)C=O>>NN=CN.O=C(O)O.[2C]I	1	2013
[2C]N(C(O)=O)S(=O)=O>>O.O=C=NS(=O)=O.[2C]I	1	2013
[2C]Cn>>CC#N.[2C]I.n	1	2013
[2C]COCn>>CC[2C]I.NC=O.n	1	2013
[2C]COCO>>C=O.CS(=O)(=O)O.O.[2C]I	1	2013
[2C]COC=O>>C=O.O=CO.[Li][2C]	1	2013
[2C]COC(CS(O)(=O)=O)[2C]S(O)(=O)=O>>CCOC([2C]I)[2C]I.O=C(O)O.OS(=O)(=O)S(=O)[O-]	1	2013
[2C]COBO>>C=O.CBC.COC.[2C]I	1	2013
[2C]CO>>OCO.[Li][2C]	1	2013
[2C]CO>>CO.O.[2C]I	1	2013
[2C]CNN>>C[2C]I.NN	1	2013
[2C]CNC=O>>CN(C)C=O.I[2C]I.O=CO	1	2013
[2C]CNC=O>>C=NS(=O)(=O)C(C)C.[Li][2C]	1	2013
[2C]CNC(O)=O>>CN.OC(=O)OC=O.[2C]I	1	2013
[2C]CI>>C=O.I.[2C]I	1	2013
[2C]CCO[Si]>>CC(C)OC.[2C]I.[Si]I	1	2013
[2C]CCO>>C=O.CCO.[2C]I	1	2013
[2C]CC=O>>C[2C]I.O=CNO	1	2013
[2C]CC=O>>CCO.O=CNO.[Li][2C]	1	2013
[2C]CC=N>>CC=O.N.[2C]I	1	2013
[2C]CC1CC1CO>>C=CC1CO1.CC.[Li][2C]	1	2013
[2C]CC(=CO)C(O)=O>>C=CC=O.N#CC(O)=O.[Li][2C]	1	2013
[2C]C1CC(=O)C=CN1C(O)=O>>COC.COc1ccncc1.O.[Li][2C]	1	2013
[2C]C1C=CN(C(O)=O)C=C1O>>OC(=O)I.Oc1cccnc1.[Li][2C]	1	2013
[2C]C1C=CC([2C])N1>>I[2C]I.I[2C]I.c1ccnc1	1	2013
[2C]C(O)CCN=[N+]=[N-]>>C=CC=O.[Li][2C].[N-]=[N+]=N[Si]	1	2013
[2C]C(O)C1C[2C]1>>C=CC=O.I[2C]I.[Li][2C]	1	2013
[2C]C(O)=O>>C=O.OC(=O)O.[2C]I	1	2013
[2C]C(NC(O)=O)C(O)=O>>CC(N=CO)C(=N)O.OC(=O)OC(=O)O.[2C]I	1	2013
[2C]=O>>[2C]I.cc([nH])=O	1	2013
[1C]c1sc(C(O)=O)c(O)c1O>>OC(=O)C(=O)O.[1C]CSCC(=O)O	1	2013
[1C]c1ncsc1S[2C]>>S=C=S.[1C]CncI.[2C]I	1	2013
[1C]c1ncsc1N>>S=[PH]1S[PH](=S)S1.[1C]C(C#N)NC=O	1	2013
[1C]c1ncoc1O>>[1C]C(NC=O)C(O)=O	1	2013
[1C]c1ncnc1N>>NC=S.[1C]C(N)C#N	1	2013
[1C]c1ncnc(=O)c1O>>N=CNO.[1C]C#CC(=O)O	1	2013
[1C]c1csc(N)c1>>S=[PH]1S[PH](=S)S1.[1C]C(CC(N)=O)C=O	1	2013
[1C]c1csc(C(O)=O)c1>>OP(=O)(O)O.[1C]C(C=O)C=C1SC(=S)NC1=O	1	2013
[1C]c1csc(=S)s1>>C#C[1C].S=C1SCCS1	1	2013
[1C]c1cs:[3C]:c1O>>[1C]C1=C(I)S[3C](I)C1O	1	2013
[1C]c1cocn1>>O=CO.[1C]CN=CO	1	2013
[1C]c1cocn1>>O=CI.[1C]CN=C=O	1	2013
[1C]c1coc2ccc(O)cc12>>O=C1C=CC(=O)C=C1.[1C]C=CN	1	2013
[1C]c1cnoc1[1C]>>ON=CI.[1C]C#C[1C]	1	2013
[1C]c1cnoc1I>>O=P(I)(I)I.[1C]C1C=NOC1=O	1	2013
[1C]c1cnoc1>>ON=CI.[1C]C=COC=O	1	2013
[1C]c1cnoc1>>C=NO.[1C]C=C(N)N	1	2013
[1C]c1cnnn1>>N=[N+]=[N-].[1C]C(C=O)=CO	1	2013
[1C]c1cnn(-c2nc:[2C]:s2)c1>>O=C[2C]I.[1C]C1C=NN(C(N)=S)C1O	1	2013
[1C]c1cnn(-c2nc:[2C]:s2)c1>>NNC(N)=S.O=C[2C]I.[1C]C(C=O)C=O	1	2013
[1C]c1cncs1>>CC(O)=C([1C])I.NC=S	1	2013
[1C]c1cncn1>>NC=O.[1C]CNC=O	1	2013
[1C]c1cncn1>>NC=N.[1C]C=CO	1	2013
[1C]c1cncn1>>CC1([1C])CNC=N1	1	2013
[1C]c1cncc(O)c1>>[1C]C1=CN(C(=O)O)C=C(O)C1	1	2013
[1C]c1cnc2nc(N)ccc2c1=O>>N.[1C]C(=CN)C(=O)c1ccc(F)nc1F	1	2013
[1C]c1cnc([1C])c1O>>COC(O)O.[1C]CCOC=O.[1C]CN	1	2013
[1C]c1cnc(S[2C])c([1C])c1>>C=O.[1C]CC(N)=S.[1C]CC=O.[2C]I	1	2013
[1C]c1cnc(S)nc1>>NC(=N)S.[1C]C(C=O)=CO	1	2013
[1C]c1cnc(S)c([1C])c1>>[1C]C1=CNC(S)=C([1C])C1	1	2013
[1C]c1cnc(S)c([1C])c1>>[1C]C(=CO)C(O)O.[1C]CC(N)=S	1	2013
[1C]c1cnc(O)nc1>>NC(N)=O.[1C]C(C=O)C=O	1	2013
[1C]c1cnc(O)cc1O>>N.OC(O)O.[1C]CC(=O)CC(=O)O	1	2013
[1C]c1cnc(N)nc1>>NC(N)=N.[1C]C(C=O)C=O	1	2013
[1C]c1cnc(N)cc1O>>CC(N)=NC=C([1C])C(=O)O	1	2013
[1C]c1cnc(=N)s1>>NC(N)=S.[1C]CC=O	1	2013
[1C]c1cn([2C])nn1>>CC[1C].[2C]I.[N-]=[N+]=[N-]	1	2013
[1C]c1cn([2C])nn1>>C=C[1C].[2C]I.[N-]=[N+]=[N-]	1	2013
[1C]c1ccsn1>>[1C]C1=CCSCN1C=O	1	2013
[1C]c1ccsc1>>[1C]C1CSCC1OC=O	1	2013
[1C]c1ccno1>>C[1C].ON=CI.cccc(c)N	1	2013
[1C]c1ccno1>>C=C([1C])[SH]=O.ON=CI	1	2013
[1C]c1ccnc1[1C]>>[1C]C=C([1C])N1CC1	1	2013
[1C]c1ccnc1N>>N.OCC(O)O.[1C]CC#N	1	2013
[1C]c1ccnc1>>NCC(O)O.[1C]CC=O	1	2013
[1C]c1cccnc1O>>C#CC=O.[1C]CC(N)=O	1	2013
[1C]c1cccnc1=O>>N.[1C]C(=CC=CO)C(=O)O	1	2013
[1C]c1cccn1>>CC(=O)C[1C].CC=O.O=N[O-]	1	2013
[1C]c1cccn1>>C#C.[1C]CNCC(=O)O	1	2013
[1C]c1cccn1.n>>N.[1C]C1(O)CCC(O)O1.[n+]	1	2013
[1C]c1ccccc1>>CC1([1C])CC=CC=C1	1	2013
